,fid,src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,total_fwd_pkt,total_bwd_pkt,total_length_fwd_pkt,total_length_bwd_pkt,fwd_pkt_length_max,fwd_pkt_length_min,fwd_pkt_length_avg,fwd_pkt_length_std,bwd_pkt_length_min,bwd_pkt_length_max,bwd_pkt_length_avg,bwd_pkt_length_std,flow_bytes_s,flow_iat_avg,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_avg,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_avg,bwd_iat_std,bwd_iat_max,bwd_iat_min,fw_psh_flag,bw_psh_flag,fw_urg_flag,bw_urg_flag,fw_hdr_len,bw_hdr_len,fw_pkt_s,bw_pkt_s,pkt_len_min,pkt_len_max,pkt_len_avg,pkt_len_std,pkt_len_var,fin_cnt,syn_cnt,rst_cnt,psh_cnt,ack_cnt,urg_cnt,CWR_cnt,ece_cnt,down_up_ratio,pkt_size_avg,fw_seg_avg,bw_seg_avg,fw_byt_blk_avg,fw_pkt_blk_avg,fw_blk_rate_avg,bw_byt_blk_avg,bw_pkt_blk_avg,bw_blk_rate_avg,sub_fl_fw_pkt,sub_fl_fw_byt,sub_fl_bw_pkt,sub_fl_bw_byt,fw_win_byt,bw_win_byt,Fw_act_pkt,fw_seg_min,atv_avg,atv_std,atv_max,atv_min,idl_avg,idl_std,idl_max,idl_min
65,172.18.0.2:8086>172.18.0.8:33070--TCP,172.18.0.2,172.18.0.8,8086,33070,TCP,2022-07-29 11:24:26.031946,35584110.0,13,13,2208,758,174,0,58.30769230769231,75.21393550848511,0,292,169.84615384615384,122.8569187518843,8.335181068179027e-05,2.737229807692307692307692308,5.209795464495526174192070047,15.133540,0,35.583991,2.737230076923076923076923077,5.209814634997907360596990577,15.133540,0,35.583984,2.737229538461538461538461538,5.209776293922589051022555121,15.133415,0,5,9,0,0,"[52, 52, 52, 300, 344, 182, 344, 216, 344, 280, 344, 322, 52]","[52, 52, 52, 160, 202, 52, 224, 52, 226, 52, 206, 52, 52]",3.6533160447177125e-07,3.6533160447177125e-07,0,292,114.07692307692308,116.12788808263304,14025.113846153847,0,0,0,14,26,0,0,0,1.0,114.07692307692308,169.84615384615384,169.84615384615384,679.3846153846154,28.0,62.050375406176336,233.23076923076923,28.0,21.301718211204232,0.5,84.92307692307692,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854610>>,6513,6513,9,52,1.368619615384615384615384615,3.929852537094911607170369432,15.133296,0,64.0,0.0,64,64
66,172.18.0.10:37866>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37866,9360,TCP,2022-07-29 11:23:50.676026,80.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.0125,0.0125,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854640>>,64240,0,0,40,0.00004,0.00004,0.000080,0,64.0,0.0,64,64
67,172.18.0.14:34516>172.18.0.6:27017--TCP,172.18.0.14,172.18.0.6,34516,27017,TCP,2022-07-29 11:23:51.367886,639475.0,60,43,10139,5379,322,0,125.09302325581395,50.64551402503409,0,499,168.98333333333332,130.20272547923958,0.024266781344071307,0.01198764077669902912621359223,0.03240288722208669632321247842,0.236562,0,0.639475,0.01065791666666666666666666667,0.03038106563595801339495988846,0.236494,0,0.595252,0.01384306976744186046511627907,0.03494509976320354966867250591,0.236562,0,39,39,0,0,"[60, 52, 551, 52, 224, 52, 260, 52, 148, 52, 314, 52, 314, 52, 314, 52, 313, 52, 314, 52, 314, 52, 314, 52, 314, 52, 313, 52, 314, 52, 314, 52, 313, 52, 313, 52, 314, 52, 314, 313, 314, 313, 314, 313, 314, 314, 313, 318, 314, 313, 314, 314, 314, 314, 313, 314, 314, 314, 314, 52]","[60, 52, 374, 52, 255, 52, 192, 146, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184, 184]",9.382696743422338e-05,6.724265999452675e-05,0,499,150.6601941747573,106.83946340078707,11526.5794783933,0,2,0,78,102,0,0,0,0.7166666666666667,150.6601941747573,168.98333333333332,168.98333333333332,675.9333333333333,122.0,15855.193713593182,500.3720930232558,88.0,9036.508907151929,0.5825242718446602,98.4368932038835,0.4174757281553398,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854670>>,93800,86230,39,52,0.006208495145631067961165048544,0.02370828950514324162736194848,0.236494,0,64.0,0.0,64,64
68,172.18.0.11:38674>172.18.0.3:8761--TCP,172.18.0.11,172.18.0.3,38674,8761,TCP,2022-07-29 11:24:21.014609,30109454.0,6,5,424,1419,1161,0,283.8,449.8383709733975,0,212,70.66666666666667,99.93775840769871,6.121001064981118e-05,5.474436545454545454545454545,11.60476877784382980192227924,30.091922,0,30.109454,5.018242333333333333333333333,11.21324203053221455891195857,30.091812,0,30.109348,6.0218696,12.03502694260848923339409591,30.091922,0,2,2,0,0,"[60, 52, 264, 52, 264, 52]","[60, 52, 310, 52, 1213]",1.9927295925060613e-07,1.6606079937550512e-07,0,1161,167.54545454545453,329.68121341583725,119558.67272727273,0,2,0,4,10,0,0,0,0.8333333333333334,167.54545454545453,70.66666666666667,70.66666666666667,282.6666666666667,14.0,14.081955787042833,1135.2,12.0,47.12822077714868,0.5454545454545454,38.54545454545455,0.45454545454545453,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA258546A0>>,66747,67190,2,52,2.737223090909090909090909091,8.650281244035358000115275258,30.091812,0,64.0,0.0,64,64
69,172.18.0.20:46738>172.18.0.13:8888--TCP,172.18.0.20,172.18.0.13,46738,8888,TCP,2022-07-29 11:23:51.242241,97.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.010309278350515464,0.010309278350515464,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA258546D0>>,64240,0,0,40,0.0000485,0.0000485,0.000097,0,64.0,0.0,64,64
70,172.18.0.11:38678>172.18.0.3:8761--TCP,172.18.0.11,172.18.0.3,38678,8761,TCP,2022-07-29 11:24:21.105777,29815375.0,6,5,1617,287,153,0,57.4,70.55664391111584,0,1292,269.5,472.42415617041996,6.385966971738574e-05,5.420966727272727272727272727,11.48840995968810053682814481,29.791617,0,29.815375,4.969229166666666666666666667,11.10086088637212281601074677,29.791505,0,29.815259,5.9630518,11.91428420709030089905559048,29.791617,0,2,2,0,0,"[60, 52, 1344, 52, 377, 52]","[60, 52, 186, 52, 205]",2.012384549917618e-07,1.6769871249313484e-07,0,1292,173.0909090909091,367.6323396956294,148668.8909090909,0,2,0,4,10,0,0,0,0.8333333333333334,173.0909090909091,269.5,269.5,1078.0,14.0,54.23376362027981,229.6,12.0,9.625943547899416,0.5454545454545454,147.0,0.45454545454545453,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854700>>,66747,67164,2,52,2.710488636363636363636363636,8.563770761345444871182980305,29.791505,0,64.0,0.0,64,64
71,172.18.0.19:59412>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59412,9330,TCP,2022-07-29 11:23:51.327814,97.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.010309278350515464,0.010309278350515464,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854730>>,64240,0,0,40,0.0000485,0.0000485,0.000097,0,64.0,0.0,64,64
72,172.18.0.15:47162>172.18.0.13:8888--TCP,172.18.0.15,172.18.0.13,47162,8888,TCP,2022-07-29 11:23:51.343476,68.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.014705882352941176,0.014705882352941176,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854760>>,64240,0,0,40,0.000034,0.000034,0.000068,0,64.0,0.0,64,64
73,172.18.0.13:50134>172.18.0.3:8761--TCP,172.18.0.13,172.18.0.3,50134,8761,TCP,2022-07-29 11:24:20.427379,28939159.0,6,5,1610,287,153,0,57.4,70.55664391111584,0,1281,268.3333333333333,468.5412349931315,6.55513175071881e-05,5.261654545454545454545454545,11.15743027736633338835774336,28.930182,0,28.939159,4.823193166666666666666666667,10.78093398052409645164222645,28.930094,0,28.939041,5.7878082,11.57118706751901751484883417,28.930182,0,2,2,0,0,"[60, 52, 1333, 52, 381, 52]","[60, 52, 186, 52, 205]",2.0733152611656753e-07,1.7277627176380626e-07,0,1281,172.45454545454547,364.74408553653655,146342.07272727272,0,2,0,4,10,0,0,0,0.8333333333333334,172.45454545454547,268.3333333333333,268.3333333333333,1073.3333333333333,14.0,55.63395950794562,229.6,12.0,9.917398437633093,0.5454545454545454,146.36363636363637,0.45454545454545453,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854790>>,66747,67164,2,52,2.630832636363636363636363636,8.316556836913604188967140924,28.930094,0,64.0,0.0,64,64
74,172.18.0.10:37868>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37868,9360,TCP,2022-07-29 11:23:51.676636,75.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.013333333333333334,0.013333333333333334,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA258547C0>>,64240,0,0,40,0.0000375,0.0000375,0.000075,0,64.0,0.0,64,64
75,172.18.0.20:46740>172.18.0.13:8888--TCP,172.18.0.20,172.18.0.13,46740,8888,TCP,2022-07-29 11:23:52.242888,84.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.011904761904761904,0.011904761904761904,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA258547F0>>,64240,0,0,40,0.000042,0.000042,0.000084,0,64.0,0.0,64,64
76,172.18.0.13:47896>172.18.0.4:5672--TCP,172.18.0.13,172.18.0.4,47896,5672,TCP,2022-07-29 11:24:22.494440,30205496.0,23,16,867,776,513,0,48.5,121.6367543138175,0,455,37.69565217391305,93.36950194865499,5.4394074508824486e-05,1.548996948717948717948717949,6.524801116700877880573059564,29.634293,0,30.205496,1.313282434782608695652173913,6.028917956003590087024985546,29.590603,0,30.205385,1.8878365625,7.164289297196111000562763879,29.634293,0,11,11,0,0,"[60, 52, 60, 52, 507, 52, 72, 68, 52, 65, 52, 87, 52, 154, 52, 126, 52, 114, 52, 71, 115, 52, 52]","[60, 52, 565, 52, 72, 52, 52, 65, 68, 64, 115, 64, 115, 64, 96, 60]",7.6145083000789e-07,5.2970492522288e-07,0,513,42.12820512820513,106.01649109434778,11535.272604588394,0,2,0,22,38,0,0,0,0.6956521739130435,42.12820512820513,37.69565217391305,37.69565217391305,150.7826086956522,48.0,28.70338563551481,194.0,34.0,25.69078328251734,0.5897435897435898,22.23076923076923,0.41025641025641024,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854820>>,75264,72756,11,52,0.7744998974358974358974358974,4.674730261352433862887836022,29.590541,0,64.0,0.0,64,64
77,172.18.0.15:47164>172.18.0.13:8888--TCP,172.18.0.15,172.18.0.13,47164,8888,TCP,2022-07-29 11:23:52.344087,77.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.012987012987012988,0.012987012987012988,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854850>>,64240,0,0,40,0.0000385,0.0000385,0.000077,0,64.0,0.0,64,64
78,172.18.0.10:37872>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37872,9360,TCP,2022-07-29 11:23:52.684353,74.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.013513513513513514,0.013513513513513514,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854880>>,64240,0,0,40,0.000037,0.000037,0.000074,0,64.0,0.0,64,64
79,172.18.0.19:33104>172.18.0.3:8761--TCP,172.18.0.19,172.18.0.3,33104,8761,TCP,2022-07-29 11:23:53.327726,878.0,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0002775,0.0003496077563975566794566222666,0.000787,0,0.000878,0.0002195,0.0003095565376470023771156671196,0.000753,0,0.000787,0.0003935,0.0003935,0.000787,0,0,0,0,0,"[60, 52, 52, 52]","[60, 52]",0.004555808656036446,0.002277904328018223,0,0,0.0,0.0,,2,2,0,0,5,0,0,0,0.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.6666666666666666,0.0,0.3333333333333333,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA258548B0>>,65746,65670,0,52,0.0001463333333333333333333333333,0.0002594601232473991475259364179,0.000725,0,64.0,0.0,64,64
80,172.18.0.19:59416>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59416,9330,TCP,2022-07-29 11:23:53.332553,75.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.013333333333333334,0.013333333333333334,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA258548E0>>,64240,0,0,40,0.0000375,0.0000375,0.000075,0,64.0,0.0,64,64
81,172.18.0.15:47166>172.18.0.13:8888--TCP,172.18.0.15,172.18.0.13,47166,8888,TCP,2022-07-29 11:23:53.480384,135806.0,4,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.03878328571428571428571428571,0.05908760999376696911622235168,0.135687,0,0.135806,0.0339515,0.05873702632284000807067018671,0.135687,0,0.135677,0.04522566666666666666666666667,0.05893886411264547681305738640,0.128474,0,0,0,0,0,"[60, 52, 52, 52]","[60, 52, 52]",2.945377965627439e-05,2.2090334742205794e-05,0,0,0.0,0.0,,2,2,0,0,6,0,0,0,0.75,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,0.5714285714285714,0.0,0.42857142857142855,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854910>>,65746,66180,0,52,0.01940085714285714285714285714,0.04459638475555284427980617322,0.128474,0,64.0,0.0,64,64
82,172.18.0.10:37874>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37874,9360,TCP,2022-07-29 11:23:53.685035,86.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.011627906976744186,0.011627906976744186,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854940>>,64240,0,0,40,0.000043,0.000043,0.000086,0,64.0,0.0,64,64
83,172.18.0.19:59418>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59418,9330,TCP,2022-07-29 11:23:54.334481,287.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.003484320557491289,0.003484320557491289,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854970>>,64240,0,0,40,0.0001435,0.0001435,0.000287,0,64.0,0.0,64,64
84,172.18.0.18:42178>172.18.0.3:8761--TCP,172.18.0.18,172.18.0.3,42178,8761,TCP,2022-07-29 11:24:24.671516,30096825.0,6,5,428,1419,1161,0,283.8,449.8383709733975,0,214,71.33333333333333,100.88056744928078,6.136859951174252e-05,5.472143636363636363636363636,11.60478663693817236997169574,30.089653,0,30.096825,5.0161375,11.21318174632894208728297243,30.089574,0,30.096755,6.019351,12.03515104556417272720160153,30.089653,0,2,2,0,0,"[60, 52, 266, 52, 266, 52]","[60, 52, 310, 52, 1213]",1.9935657664886578e-07,1.661304805407215e-07,0,1161,167.9090909090909,329.7311451761473,119594.89090909091,0,2,0,4,10,0,0,0,0.8333333333333334,167.9090909090909,71.33333333333333,71.33333333333333,285.3333333333333,14.0,14.22076913428576,1135.2,12.0,47.14794003539584,0.5454545454545454,38.90909090909091,0.45454545454545453,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA258549A0>>,66747,67190,2,52,2.736075,8.649935946573981843240681587,30.089574,0,64.0,0.0,64,64
85,172.18.0.10:37878>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37878,9360,TCP,2022-07-29 11:23:54.685757,82.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.012195121951219513,0.012195121951219513,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA258549D0>>,64240,0,0,40,0.000041,0.000041,0.000082,0,64.0,0.0,64,64
86,172.18.0.18:42180>172.18.0.3:8761--TCP,172.18.0.18,172.18.0.3,42180,8761,TCP,2022-07-29 11:24:24.703453,29589469.0,6,5,1639,287,153,0,57.4,70.55664391111584,0,1308,273.1666666666667,478.31384977741226,6.509072535232045e-05,5.379882181818181818181818182,11.40620456046125974744085806,29.576143,0,29.589469,4.931578166666666666666666667,11.02134219255072424391576583,29.576048,0,29.589235,5.917847,11.82914819592817511506958050,29.576143,0,2,2,0,0,"[60, 52, 1360, 52, 383, 52]","[60, 52, 186, 52, 205]",2.0277484533433161e-07,1.6897903777860967e-07,0,1308,175.0909090909091,372.28592495198546,152456.4909090909,0,2,0,4,10,0,0,0,0.8333333333333334,175.0909090909091,273.1666666666667,273.1666666666667,1092.6666666666667,14.0,55.39132858382825,229.6,12.0,9.699473474052304,0.5454545454545454,149.0,0.45454545454545453,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854A00>>,66747,67164,2,52,2.689951727272727272727272727,8.502130405616647999569013560,29.576048,0,64.0,0.0,64,64
87,172.18.0.19:59420>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59420,9330,TCP,2022-07-29 11:23:55.340213,85.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.011764705882352941,0.011764705882352941,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854A30>>,64240,0,0,40,0.0000425,0.0000425,0.000085,0,64.0,0.0,64,64
88,172.18.0.10:37880>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37880,9360,TCP,2022-07-29 11:23:55.686347,54.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.018518518518518517,0.018518518518518517,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854A60>>,64240,0,0,40,0.000027,0.000027,0.000054,0,64.0,0.0,64,64
89,172.18.0.20:46742>172.18.0.13:8888--TCP,172.18.0.20,172.18.0.13,46742,8888,TCP,2022-07-29 11:23:55.761228,1217.0,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0003905,0.0005069864396608650912685036642,0.001126,0,0.001217,0.00030425,0.0004524944060427708757113017793,0.001086,0,0.001126,0.000563,0.000563,0.001126,0,0,0,0,0,"[60, 52, 52, 52]","[60, 52]",0.003286770747740345,0.0016433853738701725,0,0,0.0,0.0,,2,2,0,0,5,0,0,0,0.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.6666666666666666,0.0,0.3333333333333333,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854A90>>,65746,65670,0,52,0.0002028333333333333333333333333,0.0003828952932010989810145234084,0.001058,0,64.0,0.0,64,64
90,172.18.0.20:37154>172.18.0.19:9550--TCP,172.18.0.20,172.18.0.19,37154,9550,TCP,2022-07-29 11:23:55.760564,37.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.02702702702702703,0.02702702702702703,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854AC0>>,64240,0,0,40,0.0000185,0.0000185,0.000037,0,64.0,0.0,64,64
91,172.18.0.19:59422>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59422,9330,TCP,2022-07-29 11:23:56.340815,74.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.013513513513513514,0.013513513513513514,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854AF0>>,64240,0,0,40,0.000037,0.000037,0.000074,0,64.0,0.0,64,64
92,172.18.0.10:37882>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37882,9360,TCP,2022-07-29 11:23:56.686913,66.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.015151515151515152,0.015151515151515152,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854B20>>,64240,0,0,40,0.000033,0.000033,0.000066,0,64.0,0.0,64,64
93,172.18.0.20:37156>172.18.0.19:9550--TCP,172.18.0.20,172.18.0.19,37156,9550,TCP,2022-07-29 11:23:56.761096,60.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.016666666666666666,0.016666666666666666,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854B50>>,64240,0,0,40,0.00003,0.00003,0.000060,0,64.0,0.0,64,64
94,172.18.0.19:59424>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59424,9330,TCP,2022-07-29 11:23:57.341335,54.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.018518518518518517,0.018518518518518517,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854B80>>,64240,0,0,40,0.000027,0.000027,0.000054,0,64.0,0.0,64,64
95,172.18.0.12:46460>172.18.0.3:8761--TCP,172.18.0.12,172.18.0.3,46460,8761,TCP,2022-07-29 11:23:57.625848,9230.0,4,3,261,258,258,0,86.0,121.62236636408618,0,261,65.25,113.01631519386925,0.0562296858071506,0.002617285714285714285714285714,0.002631199113619150655712710695,0.006442,0,0.009230,0.0023075,0.002578709124736638457610189109,0.006342,0,0.009091,0.003030333333333333333333333333,0.002643722417770485642976747906,0.006442,0,1,1,0,0,"[60, 52, 313, 52]","[60, 52, 310]",0.0004333694474539545,0.0003250270855904659,0,261,74.14285714285714,117.23289222913577,16034.142857142857,0,2,0,2,6,0,0,0,0.75,74.14285714285714,65.25,65.25,261.0,10.0,28277.35644637053,344.0,8.0,28379.71620283797,0.5714285714285714,37.285714285714285,0.42857142857142855,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA25854BB0>>,65745,66176,1,52,0.001318571428571428571428571429,0.002238751301005786582860883181,0.006342,0,64.0,0.0,64,64
