,fid,src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,total_fwd_pkt,total_bwd_pkt,total_length_fwd_pkt,total_length_bwd_pkt,fwd_pkt_length_max,fwd_pkt_length_min,fwd_pkt_length_avg,fwd_pkt_length_std,bwd_pkt_length_min,bwd_pkt_length_max,bwd_pkt_length_avg,bwd_pkt_length_std,flow_bytes_s,flow_iat_avg,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_avg,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_avg,bwd_iat_std,bwd_iat_max,bwd_iat_min,fw_psh_flag,bw_psh_flag,fw_urg_flag,bw_urg_flag,fw_hdr_len,bw_hdr_len,fw_pkt_s,bw_pkt_s,pkt_len_min,pkt_len_max,pkt_len_avg,pkt_len_std,pkt_len_var,fin_cnt,syn_cnt,rst_cnt,psh_cnt,ack_cnt,urg_cnt,CWR_cnt,ece_cnt,down_up_ratio,pkt_size_avg,fw_seg_avg,bw_seg_avg,fw_byt_blk_avg,fw_pkt_blk_avg,fw_blk_rate_avg,bw_byt_blk_avg,bw_pkt_blk_avg,bw_blk_rate_avg,sub_fl_fw_pkt,sub_fl_fw_byt,sub_fl_bw_pkt,sub_fl_bw_byt,fw_win_byt,bw_win_byt,Fw_act_pkt,fw_seg_min,atv_avg,atv_std,atv_max,atv_min,idl_avg,idl_std,idl_max,idl_min
0,172.18.0.20:46714>172.18.0.13:8888--TCP,172.18.0.20,172.18.0.13,46714,8888,TCP,2022-07-29 11:23:40.228430,103.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.009708737864077669,0.009708737864077669,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA255784C0>>,64240,0,0,40,0.0000515,0.0000515,0.000103,0,64.0,0.0,64,64
1,172.18.0.10:37848>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37848,9360,TCP,2022-07-29 11:23:40.297899,95.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.010526315789473684,0.010526315789473684,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA257E7D30>>,64240,0,0,40,0.0000475,0.0000475,0.000095,0,64.0,0.0,64,64
2,172.18.0.19:59396>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59396,9330,TCP,2022-07-29 11:23:40.819232,85.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.011764705882352941,0.011764705882352941,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA257E7D60>>,64240,0,0,40,0.0000425,0.0000425,0.000085,0,64.0,0.0,64,64
3,172.18.0.15:47144>172.18.0.13:8888--TCP,172.18.0.15,172.18.0.13,47144,8888,TCP,2022-07-29 11:23:41.037558,76.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.013157894736842105,0.013157894736842105,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BA30>>,64240,0,0,40,0.000038,0.000038,0.000076,0,64.0,0.0,64,64
4,172.18.0.17:57120>172.18.0.3:8761--TCP,172.18.0.17,172.18.0.3,57120,8761,TCP,2022-07-29 11:24:26.427352,45318866.0,10,5,1160,3999,1161,258,799.8,442.377847546642,0,232,116.0,116.0,0.00011383779991317524,6.0423218,7.763491059266290329580693611,19.806238,0,45.318866,4.5318866,7.213692246447185384667436312,19.804798,0,45.315961,9.0631922,7.940540388954907897578730312,19.806238,0,5,5,0,0,"[284, 52, 284, 52, 284, 52, 284, 52, 284, 52]","[310, 310, 1213, 1213, 1213]",2.206586546097601e-07,1.1032932730488005e-07,0,1161,343.93333333333334,422.0315101453392,190832.78095238094,0,0,0,10,15,0,0,0,0.5,343.93333333333334,116.0,116.0,464.0,22.0,25.59640393473217,3199.2,12.0,88.24705273270051,0.6666666666666666,77.33333333333333,0.3333333333333333,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BA60>>,5010,2511,5,310,3.021257733333333333333333333,6.265426530455724865232322584,19.804798,0,64.0,0.0,64,64
5,172.18.0.16:47240>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47240,5432,TCP,2022-07-29 11:23:55.654434,14430692.0,91,56,21219,60694,8192,0,1083.8214285714287,1917.2836729075746,0,4615,233.17582417582418,602.2022878231911,0.005676304365722725,0.1963349659863945578231292517,1.135308032280288986865434266,9.522226,0,14.430692,0.1585790329670329670329670330,1.022881011441374144499392092,9.522068,0,14.430548,0.2576883571428571428571428571,1.295041168260704760985712654,9.522226,0,50,47,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52, 96, 52, 128, 52, 4667, 52, 159, 52, 119, 52, 103, 52, 158, 52, 145, 52, 145, 154, 263, 101, 158, 52, 1791, 52, 1240, 52, 1240, 52, 1240, 52, 1240, 52, 1240, 52, 1240, 52, 1240, 52, 1240, 52, 1240, 52, 172, 141, 179, 52, 83, 158, 52, 83, 52, 158, 52, 200, 52, 83, 52, 158, 52, 83, 52, 96, 52, 337, 52, 550, 52, 52, 52, 119, 52, 119, 52, 138, 52, 337, 52, 550, 52]","[60, 52, 53, 52, 65, 52, 369, 77, 122, 78, 150, 52, 1530, 115, 139, 82, 103, 125, 125, 126, 87, 80, 103, 52, 467, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 1992, 159, 125, 1773, 75, 103, 77, 103, 87, 75, 103, 75, 78, 4793, 7292, 1004, 5826, 139, 139, 481, 4793, 8244, 5826]",6.306003897803376e-06,3.8806177832636165e-06,0,8192,557.2312925170068,1339.9673925773113,1807810.644767496,0,2,0,97,146,0,0,0,0.6153846153846154,557.2312925170068,233.17582417582418,233.17582417582418,932.7032967032967,184.0,1470.407656126262,4335.285714285715,114.0,4205.93867952901,0.6190476190476191,144.3469387755102,0.38095238095238093,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BA90>>,109201,92795,47,52,0.09816797278911564625850340136,0.8084734574182521601599955174,9.522068,0,64.0,0.0,64,64
6,172.18.0.20:46716>172.18.0.13:8888--TCP,172.18.0.20,172.18.0.13,46716,8888,TCP,2022-07-29 11:23:41.229119,68.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.014705882352941176,0.014705882352941176,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BAC0>>,64240,0,0,40,0.000034,0.000034,0.000068,0,64.0,0.0,64,64
7,172.18.0.18:34282>172.18.0.5:5432--TCP,172.18.0.18,172.18.0.5,34282,5432,TCP,2022-07-29 11:23:41.435961,144254.0,18,14,1830,38085,7240,26,2720.3571428571427,2265.141768100142,0,498,101.66666666666667,165.11241961497356,0.27669943294466703,0.00900425,0.01946432858140757959805307396,0.080966,0,0.144254,0.008014111111111111111111111111,0.01819563907426687924522514163,0.078313,0,0.143882,0.01027728571428571428571428571,0.02091432232237233243155433170,0.080966,0,14,8,0,0,"[96, 52, 337, 52, 52, 550, 52, 52, 52, 52, 119, 52, 119, 138, 337, 52, 550, 52]","[78, 2948, 1852, 2948, 2948, 2452, 5772, 139, 139, 721, 4748, 7292, 1004, 5772]",0.000124779902117099,9.70510349799659e-05,0,7240,1247.34375,1986.878717507925,4075031.78125,0,0,0,22,32,0,0,0,0.7777777777777778,1247.34375,101.66666666666667,101.66666666666667,406.6666666666667,38.0,12685.956715238399,10881.42857142857,30.0,264696.07039101486,0.5625,57.1875,0.4375,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BAF0>>,8925,7014,8,78,0.0045079375,0.01399912911339822417311972603,0.078313,0,64.0,0.0,64,64
8,172.18.0.10:37850>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37850,9360,TCP,2022-07-29 11:23:41.298876,71.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.014084507042253521,0.014084507042253521,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BB20>>,64240,0,0,40,0.0000355,0.0000355,0.000071,0,64.0,0.0,64,64
9,fe80::42:ecff:fe59:5df1:5353>ff02::fb:5353--UDP,fe80::42:ecff:fe59:5df1,ff02::fb,5353,5353,UDP,2022-07-29 11:24:13.457831,32000535.999999996,2,0,282,0,0,0,0.0,0.0,141,141,141.0,0.0,8.812352393097417e-06,16.000268,16.000268,32.000536,0,32.000536,16.000268,16.000268,32.000536,0,0,0,0,0,0,0,0,0,0,"[149, 149]",[],6.249895314253486e-08,0.0,141,141,141.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,141.0,141.0,141.0,564.0,6.0,8.812352393097417,0.0,0.0,-0.0,1.0,141.0,0.0,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BB50>>,0,0,0,0,16.000268,16.000268,32.000536,0,255.0,0.0,255,255
10,172.18.0.1:50026>172.18.0.14:9093--TCP,172.18.0.1,172.18.0.14,50026,9093,TCP,2022-07-29 11:23:41.544812,44.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.022727272727272728,0.022727272727272728,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BB80>>,64240,0,0,40,0.000022,0.000022,0.000044,0,64.0,0.0,64,64
11,172.18.0.16:47242>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47242,5432,TCP,2022-07-29 11:23:41.696417,23584.0,12,10,312,426,317,0,42.6,93.82771445580458,0,116,26.0,38.85228436012483,0.03129240162822253,0.002138727272727272727272727273,0.002389900781162609874375270456,0.007140,0,0.023584,0.001965333333333333333333333333,0.002322915995515598110760863053,0.007063,0,0.023468,0.0023468,0.002451749856734981028884335517,0.007140,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 122]",0.0005088195386702849,0.00042401628222523747,0,317,33.54545454545455,69.95240412577117,5126.354978354978,0,2,0,10,21,0,0,0,0.8333333333333334,33.54545454545455,26.0,26.0,104.0,26.0,13229.308005427409,170.4,22.0,18152.37770581217,0.5454545454545454,14.181818181818182,0.45454545454545453,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BBB0>>,69757,69741,5,52,0.001072,0.001968947296030407855430382433,0.007063,0,64.0,0.0,64,64
12,172.18.0.16:47244>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47244,5432,TCP,2022-07-29 11:23:41.709616,8684.0,12,11,312,426,317,0,38.72727272727273,90.29556609379193,0,116,26.0,38.85228436012483,0.08498387839705204,0.0007516521739130434782608695652,0.001122415160295196428608734214,0.004211,0,0.008684,0.0007236666666666666666666666667,0.001101483570261288806825908314,0.004154,0,0.008604,0.0007821818181818181818181818182,0.001144032725070859959987004868,0.004211,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 52, 122]",0.0013818516812528789,0.0012666973744818056,0,317,32.08695652173913,68.75597241630106,4942.264822134387,0,2,0,10,22,0,0,0,0.9166666666666666,32.08695652173913,26.0,26.0,104.0,26.0,35928.14371257485,154.9090909090909,24.0,49511.854951185494,0.5217391304347826,13.565217391304348,0.4782608695652174,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BBE0>>,69757,70250,5,52,0.0003775652173913043478260869565,0.0008672917780974217927037690638,0.004154,0,64.0,0.0,64,64
13,172.18.0.16:47246>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47246,5432,TCP,2022-07-29 11:23:41.726104,15621.0,12,11,312,426,317,0,38.72727272727273,90.29556609379193,0,116,26.0,38.85228436012483,0.047244094488188976,0.001355739130434782608695652174,0.001893186736405997453136293736,0.005834,0,0.015621,0.00130175,0.001871707470243859091561781129,0.005834,0,0.015561,0.001414636363636363636363636364,0.001914608589134284871968183729,0.005781,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 52, 122]",0.0007681966583445362,0.0007041802701491581,0,317,32.08695652173913,68.75597241630106,4942.264822134387,0,2,0,10,22,0,0,0,0.9166666666666666,32.08695652173913,26.0,26.0,104.0,26.0,19973.113116957942,154.9090909090909,24.0,27376.132639290532,0.5217391304347826,13.565217391304348,0.4782608695652174,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BC10>>,69757,70250,5,52,0.0006791739130434782608695652174,0.001484527934107525528025217221,0.005781,0,64.0,0.0,64,64
14,172.18.0.16:47248>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47248,5432,TCP,2022-07-29 11:23:41.731588,4536.0,12,11,312,426,317,0,38.72727272727273,90.29556609379193,0,116,26.0,38.85228436012483,0.1626984126984127,0.0003911304347826086956521739130,0.0003399784269815578200550137474,0.001246,0,0.004536,0.000378,0.0003436199450943828241078359832,0.001246,0,0.004460,0.0004054545454545454545454545455,0.0003353750583333025910224199225,0.001207,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 52, 122]",0.0026455026455026454,0.0024250440917107582,0,317,32.08695652173913,68.75597241630106,4942.264822134387,0,2,0,10,22,0,0,0,0.9166666666666666,32.08695652173913,26.0,26.0,104.0,26.0,68783.06878306878,154.9090909090909,24.0,95515.69506726456,0.5217391304347826,13.565217391304348,0.4782608695652174,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BC40>>,69757,70250,5,52,0.0001972173913043478260869565217,0.0002977771206969837220139154759,0.001207,0,64.0,0.0,64,64
15,172.18.0.16:47250>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47250,5432,TCP,2022-07-29 11:23:41.791834,59268.0,11,11,312,426,317,0,38.72727272727273,90.29556609379193,0,116,28.363636363636363,39.74526324498585,0.01245191334278194,0.003457409090909090909090909091,0.008694662185183666462501075223,0.042530,0,0.059268,0.005388,0.01186962965647278237852538670,0.042530,0,0.016795,0.001526818181818181818181818182,0.001688736311736830154874101064,0.004203,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 52, 122]",0.0001855976243504083,0.0001855976243504083,0,317,33.54545454545455,69.95240412577117,5126.354978354978,0,2,0,10,21,0,0,0,1.0,33.54545454545455,28.363636363636363,28.363636363636363,113.45454545454545,24.0,5264.223527029763,154.9090909090909,24.0,25364.691872581123,0.5,14.181818181818182,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BC70>>,69256,70250,5,52,0.002694,0.008780698336278685341639042373,0.042415,0,64.0,0.0,64,64
16,172.18.0.16:47252>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47252,5432,TCP,2022-07-29 11:23:41.762301,11841.0,12,11,312,426,317,0,38.72727272727273,90.29556609379193,0,116,26.0,38.85228436012483,0.06232581707626045,0.001026391304347826086956521739,0.002216840049124574639940569729,0.008166,0,0.011841,0.00098675,0.002188180451311088740026227342,0.008166,0,0.011766,0.001069636363636363636363636364,0.002246890832511259434344957616,0.008105,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 52, 122]",0.0010134279199391944,0.0009289755932775948,0,317,32.08695652173913,68.75597241630106,4942.264822134387,0,2,0,10,22,0,0,0,0.9166666666666666,32.08695652173913,26.0,26.0,104.0,26.0,26349.12591841905,154.9090909090909,24.0,36206.01733809281,0.5217391304347826,13.565217391304348,0.4782608695652174,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BCA0>>,69757,70250,5,52,0.0005148260869565217391304347826,0.001640809706057769437313352841,0.008105,0,64.0,0.0,64,64
17,172.18.0.16:47254>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47254,5432,TCP,2022-07-29 11:23:41.771554,8259.0,12,11,312,426,317,0,38.72727272727273,90.29556609379193,0,116,26.0,38.85228436012483,0.0893570650199782,0.0007147391304347826086956521739,0.001272466561186726938312230022,0.004721,0,0.008259,0.00068825,0.001262713290563881990324463825,0.004721,0,0.008180,0.0007436363636363636363636363636,0.001282398057102202620235629218,0.004658,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 52, 122]",0.001452960406828914,0.0013318803729265045,0,317,32.08695652173913,68.75597241630106,4942.264822134387,0,2,0,10,22,0,0,0,0.9166666666666666,32.08695652173913,26.0,26.0,104.0,26.0,37776.97057755176,154.9090909090909,24.0,52078.23960880196,0.5217391304347826,13.565217391304348,0.4782608695652174,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BCD0>>,69757,70250,5,52,0.0003590869565217391304347826087,0.0009582641422653812341141418144,0.004658,0,64.0,0.0,64,64
18,172.18.0.16:47256>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47256,5432,TCP,2022-07-29 11:23:41.780221,7792.0,12,11,312,426,317,0,38.72727272727273,90.29556609379193,0,116,26.0,38.85228436012483,0.09471252566735112,0.0006748695652173913043478260870,0.001095179925831043172774605171,0.004090,0,0.007792,0.0006493333333333333333333333333,0.001089248772727740505710334941,0.004090,0,0.007730,0.0007027272727272727272727272727,0.001100938532749472795684366558,0.004030,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 52, 122]",0.001540041067761807,0.0014117043121149898,0,317,32.08695652173913,68.75597241630106,4942.264822134387,0,2,0,10,22,0,0,0,0.9166666666666666,32.08695652173913,26.0,26.0,104.0,26.0,40041.06776180698,154.9090909090909,24.0,55109.96119016818,0.5217391304347826,13.565217391304348,0.4782608695652174,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BD00>>,69757,70250,5,52,0.0003387826086956521739130434783,0.0008349018664813633486237827820,0.004030,0,64.0,0.0,64,64
19,172.18.0.16:47258>172.18.0.5:5432--TCP,172.18.0.16,172.18.0.5,47258,5432,TCP,2022-07-29 11:23:41.788009,6821.0,12,11,312,426,317,0,38.72727272727273,90.29556609379193,0,116,26.0,38.85228436012483,0.10819527928456238,0.0005906086956521739130434782609,0.0009054541852923957124166557384,0.003375,0,0.006821,0.0005684166666666666666666666667,0.0009039922988548568873747797080,0.003375,0,0.006763,0.0006148181818181818181818181818,0.0009064268328474092144090675882,0.003307,0,5,5,0,0,"[60, 52, 60, 52, 168, 52, 93, 52, 115, 52, 136, 52]","[60, 52, 53, 52, 65, 52, 369, 52, 77, 52, 122]",0.0017592728338953233,0.0016126667644040464,0,317,32.08695652173913,68.75597241630106,4942.264822134387,0,2,0,10,22,0,0,0,0.9166666666666666,32.08695652173913,26.0,26.0,104.0,26.0,45741.093681278406,154.9090909090909,24.0,62989.79742717729,0.5217391304347826,13.565217391304348,0.4782608695652174,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BD30>>,69757,70250,5,52,0.0002965652173913043478260869565,0.0006943361437584108418885544516,0.003307,0,64.0,0.0,64,64
20,172.18.0.19:59398>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59398,9330,TCP,2022-07-29 11:23:41.819952,61.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.01639344262295082,0.01639344262295082,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BD60>>,64240,0,0,40,0.0000305,0.0000305,0.000061,0,64.0,0.0,64,64
21,172.18.0.15:47146>172.18.0.13:8888--TCP,172.18.0.15,172.18.0.13,47146,8888,TCP,2022-07-29 11:23:42.038243,74.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.013513513513513514,0.013513513513513514,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BD90>>,64240,0,0,40,0.000037,0.000037,0.000074,0,64.0,0.0,64,64
22,172.18.0.20:46718>172.18.0.13:8888--TCP,172.18.0.20,172.18.0.13,46718,8888,TCP,2022-07-29 11:23:42.229748,58.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.017241379310344827,0.017241379310344827,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BDC0>>,64240,0,0,40,0.000029,0.000029,0.000058,0,64.0,0.0,64,64
23,172.18.0.10:37852>172.18.0.12:9360--TCP,172.18.0.10,172.18.0.12,37852,9360,TCP,2022-07-29 11:23:42.299519,83.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.012048192771084338,0.012048192771084338,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BDF0>>,64240,0,0,40,0.0000415,0.0000415,0.000083,0,64.0,0.0,64,64
24,172.18.0.19:59400>172.18.0.10:9330--TCP,172.18.0.19,172.18.0.10,59400,9330,TCP,2022-07-29 11:23:42.820565,69.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.014492753623188406,0.014492753623188406,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BE20>>,64240,0,0,40,0.0000345,0.0000345,0.000069,0,64.0,0.0,64,64
25,172.18.0.9:42664>172.18.0.2:8086--TCP,172.18.0.9,172.18.0.2,42664,8086,TCP,2022-07-29 11:24:22.974611,40011596.0,15,15,4435,2683,314,0,178.86666666666667,131.86905963450596,0,887,295.6666666666667,418.1358099416451,0.0001778984272459414,2.667437933333333333333333333,4.359649453568722676715032751,9.973897,0,40.011596,2.667439733333333333333333333,4.359626306631788468303839552,9.973833,0,40.011542,2.667436133333333333333333333,4.359672600382019002460140819,9.973897,0,10,5,0,0,"[939, 52, 52, 939, 52, 52, 939, 52, 52, 939, 52, 52, 939, 52, 52]","[52, 366, 274, 52, 366, 274, 52, 366, 274, 52, 366, 274, 52, 366, 277]",3.7489131900662e-07,3.7489131900662e-07,0,887,237.26666666666668,315.4743447924446,102955.9264367816,0,0,0,15,30,0,0,0,1.0,237.26666666666668,295.6666666666667,295.6666666666667,1182.6666666666667,32.0,110.84286665295731,715.4666666666667,32.0,67.05565109187744,0.5,147.83333333333334,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BE50>>,7515,7515,5,52,1.333719866666666666666666667,3.358865367612330417675327893,9.973833,0,64.0,0.0,64,64
26,172.18.0.15:47148>172.18.0.13:8888--TCP,172.18.0.15,172.18.0.13,47148,8888,TCP,2022-07-29 11:23:43.044804,319.0,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,[60],[40],0.003134796238244514,0.003134796238244514,0,0,0.0,0.0,,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,0.5,0.0,0.5,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BE80>>,64240,0,0,40,0.0001595,0.0001595,0.000319,0,64.0,0.0,64,64
27,172.18.0.9:42668>172.18.0.2:8086--TCP,172.18.0.9,172.18.0.2,42668,8086,TCP,2022-07-29 11:24:14.255891,31130941.0,6,5,812,480,292,0,96.0,122.08849249622178,0,812,135.33333333333334,302.61453295497154,4.150211842295419e-05,5.659796727272727272727272727,7.200982134846115948933056924,15.253294,0,31.130880,5.18848,7.069405060053380003474470870,15.253294,0,31.126884,6.2253768,7.315796778392341319069242487,15.253243,0,2,1,0,0,"[864, 52, 52, 52, 52, 52]","[344, 240, 52, 52, 52]",1.927342960818306e-07,1.6061191340152552e-07,0,812,117.45454545454545,238.9752226168926,62820.07272727273,0,0,0,3,11,0,0,0,0.8333333333333334,117.45454545454545,135.33333333333334,135.33333333333334,541.3333333333334,14.0,26.083425845976727,384.0,12.0,15.42075332693115,0.5454545454545454,73.81818181818181,0.45454545454545453,<bound method FlowFuture.sflow_bwd_bytes of <flow_future.FlowFuture object at 0x000002DA2581BEB0>>,3006,2505,1,52,2.830085545454545454545454545,5.825288495105041321200895712,15.253206,0,64.0,0.0,64,64
